sequence,cycle,channel,rank,pim_block,key,tap_index,tap_count,partial_hex,final_hex
19429,36333,60,0,5,131984386949125,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19430,36333,60,0,6,131992976883717,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19431,36333,60,0,7,132001566818309,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19432,36333,61,0,0,134140460531717,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19433,36333,61,0,1,134149050466309,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19434,36333,61,0,2,134157640400901,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19435,36333,61,0,3,134166230335493,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19436,36333,61,0,4,134174820270085,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19437,36333,61,0,5,134183410204677,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19438,36333,61,0,6,134192000139269,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19439,36333,61,0,7,134200590073861,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19440,36333,62,0,0,136339483787269,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19441,36333,62,0,1,136348073721861,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19442,36333,62,0,2,136356663656453,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19443,36333,62,0,3,136365253591045,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19444,36333,62,0,4,136373843525637,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19445,36333,62,0,5,136382433460229,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19446,36333,62,0,6,136391023394821,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19447,36333,62,0,7,136399613329413,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19448,36333,63,0,0,138538507042821,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19449,36333,63,0,1,138547096977413,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19450,36333,63,0,2,138555686912005,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19451,36333,63,0,3,138564276846597,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19452,36333,63,0,4,138572866781189,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19453,36333,63,0,5,138581456715781,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19454,36333,63,0,6,138590046650373,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19455,36333,63,0,7,138598636584965,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19456,36335,0,0,0,41943046,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19457,36335,0,0,1,8631877638,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19458,36335,0,0,2,17221812230,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19459,36335,0,0,3,25811746822,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19460,36335,0,0,4,34401681414,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19461,36335,0,0,5,42991616006,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19462,36335,0,0,6,51581550598,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19463,36335,0,0,7,60171485190,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19464,36335,1,0,0,2199065198598,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19465,36335,1,0,1,2207655133190,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19466,36335,1,0,2,2216245067782,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19467,36335,1,0,3,2224835002374,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19468,36335,1,0,4,2233424936966,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19469,36335,1,0,5,2242014871558,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19470,36335,1,0,6,2250604806150,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19471,36335,1,0,7,2259194740742,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19472,36335,2,0,0,4398088454150,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19473,36335,2,0,1,4406678388742,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19474,36335,2,0,2,4415268323334,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19475,36335,2,0,3,4423858257926,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19476,36335,2,0,4,4432448192518,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19477,36335,2,0,5,4441038127110,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19478,36335,2,0,6,4449628061702,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19479,36335,2,0,7,4458217996294,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19480,36335,3,0,0,6597111709702,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19481,36335,3,0,1,6605701644294,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19482,36335,3,0,2,6614291578886,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19483,36335,3,0,3,6622881513478,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19484,36335,3,0,4,6631471448070,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19485,36335,3,0,5,6640061382662,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19486,36335,3,0,6,6648651317254,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19487,36335,3,0,7,6657241251846,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19488,36335,4,0,0,8796134965254,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19489,36335,4,0,1,8804724899846,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19490,36335,4,0,2,8813314834438,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
19491,36335,4,0,3,8821904769030,3,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
